N_SOLICITUD_EXP	F_ESTUDIO_EXP	SUBPRODUCTO_EXP	No Tarjetas	Cupos	Ingresos	EDAD_EXP	TIPO_VIVIENDA_VIVE_EXP	N_HIJOS_EXP	VIVIENDA_NUEVA_EXP	CANAL_EXP	GENERO_ACT_	ESTADO_CIVIL_ACT_	TIPO_VIVIENDA_ACT_	NIVEL_ACADEM_ACT_	OCUPACION_ACT_	AnosAntiguedadEmpl	AnosRelacionBanco	MORAMAX 18 meses	Mora Inicial	MORA_ACTUAL	Rodo
10067	201209	TarjetaNuestra	1	12,67	5,1	29			NO	Almacen	MASCULINO	SOLTERO	FAMILIAR	ESPECIALIZACION	EMPLEADO	5,95	12,675	0	44	51	0
10068	201401	TarjetaNuestra	1	18	15,66	48					MASCULINO	NO INFORMA	PROPIA	UNIVERSITARIO	EMPLEADO		22,25		32	39	0
10069	201401	TarjetaNuestra	1	10,5	3,2	34					MASCULINO	VIUDO	FAMILIAR	ESPECIALIZACION	EMPLEADO	4,308333333	0,011111111		56	63	1
10070	201401	TarjetaNuestra	2	12,3	3	32	ARRENDADA	0	SI	Almacen	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	2,586111111	13,20555556	0	45	52	0
10071	201401	TarjetaNuestra	1	11,7	6,459796	50					FEMENINO	SOLTERO		ESPECIALIZACION	EMPLEADO	0	0	0	32	39	0
10072	201401	TarjetaNuestra	1	4	1,665505	41					FEMENINO	NO INFORMA				0	19,54166667		59	66	1
10073	201401	TarjetaNuestra	2	2,85326	0,6345	35	FAMILIAR	0	SI	Preaprobado	MASCULINO	NO INFORMA		NO INFORMA	EMPLEADO		0	0	49	56	0
10074	201401	TarjetaNuestra	2	7	6,1	30	OTRAS	0	SI	Almacen	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0,397222222	10,55555556		34	41	0
10075	201401	TarjetaNuestra	1	12	5,941	29					MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	4,916666667	4,188888889	0	58	65	1
10076	201401	TarjetaNuestra	1	7	4,783333	37					MASCULINO	CASADO		TECNOLOGO	INDEPENDIENTE	0	2,080555556	0	56	1	0
10077	201209	TarjetaNuestra	1	8,4	2,9	40			SI	Almacen	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	8,666666667	12,70833333		38	45	0
10078	201401	TarjetaNuestra	2	4	0,72	37	FAMILIAR	0	SI	Preaprobado	FEMENINO	CASADO		UNIVERSITARIO	EMPLEADO	1,958333333	2,466666667	9	52	59	0
10079	201209	TarjetaNuestra	1	18,9	7	36			NO	Almacen	FEMENINO	CASADO	PROPIA	BACHILLER	EMPLEADO	1,213888889	1,761111111	149	50	57	0
10080	201401	TarjetaNuestra	1	6	0,000001	35					FEMENINO	SOLTERO		UNIVERSITARIO	PROFESIONAL INDEPENDIENTE		0	48	41	0	0
10081	201401	TarjetaNuestra	1	2,41	0,67	24					MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	5,413888889	4,580555556	0	44		0
10082	201401	TarjetaNuestra	1	20	5,4	31					FEMENINO	SOLTERO	PROPIA	ESPECIALIZACION	EMPLEADO	0,363888889	10,73055556		44	51	0
10083	201401	TarjetaNuestra	1	7	2	53					FEMENINO	DIVORCIADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	32,73055556	17,39444444		56		0
10084	201209	TarjetaNuestra	1	15,4	13,389416	49			NO	Almacen	MASCULINO	NO INFORMA		TECNOLOGO	INDEPENDIENTE	0	0	6	60	67	1
10085	201209	TarjetaNuestra	1	7	3,004622	50			NO	Almacen	FEMENINO	SOLTERO	PROPIA	UNIVERSITARIO	JUBILADO	0	1,697222222		52		0
10086	201209	TarjetaNuestra	1	11,2	8	32			SI	Almacen	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0	2,075		39	46	0
10087	201209	TarjetaNuestra	1	18	8,508	36			NO	Almacen	MASCULINO	UNION LIBRE		UNIVERSITARIO	EMPLEADO	2,222222222	5,836111111	0	54		0
10088	201401	TarjetaNuestra	1	5,5	1,016	29					FEMENINO	DIVORCIADO		UNIVERSITARIO	EMPLEADO		6,702777778	0	40	47	0
10089	201401	TarjetaNuestra	1	10,5	3,641027	37					FEMENINO	NO INFORMA	NO INFORMA	UNIVERSITARIO	EMPLEADO	17,9	17,51111111	0	50	57	0
10090	201209	TarjetaNuestra	1	4,9	2,5	36			NO	Almacen	MASCULINO	NO INFORMA		NO INFORMA	EMPLEADO	0	0	32	34	0	0
10091	201401	TarjetaNuestra	1	6,985962	1,653582	54					FEMENINO	UNION LIBRE	PROPIA	UNIVERSITARIO	JUBILADO	0	16,30833333	0	33	0	0
10092	201209	TarjetaNuestra	1	3	1,566767	47			NO	Almacen	MASCULINO	UNION LIBRE	FAMILIAR	BACHILLER	EMPLEADO	25,43611111	25,18055556		55	62	1
10093	201401	TarjetaNuestra	1	7,1994	5,308142	33					FEMENINO	SOLTERO		UNIVERSITARIO	EMPLEADO	1,975	6,3		41	48	0
10094	201401	TarjetaNuestra	1	5,3	4	30					FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0	11,05		34	41	0
10095	201401	TarjetaNuestra	2	4,2805	0,688	50	FAMILIAR	0	SI	Preaprobado	FEMENINO	NO INFORMA		NO INFORMA	EMPLEADO	0	0,072222222	0	43	50	0
10096	201401	TarjetaNuestra	1	9,08	3,196232	36					MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	1,375	11,91944444		35	42	0
10097	201401	TarjetaNuestra	1	3	2,5	40					MASCULINO	CASADO		UNIVERSITARIO	EMPLEADO	5,583333333	9,1	0	34	41	0
10098	201401	TarjetaNuestra	1	9,3	3,349595	29					MASCULINO	CASADO		BACHILLER	EMPLEADO	10,96666667	0	0	37	44	0
10099	201401	TarjetaNuestra	1	12,8273	14,61	37					FEMENINO	NO INFORMA			COMERCIANTE	0	4,272222222	0	43	50	0
10100	201209	TarjetaNuestra	1	14,9	6,176	31			SI	Almacen	MASCULINO	SOLTERO	ALQUILADA	ESPECIALIZACION	EMPLEADO	0	10,04444444	0	42	49	0
10101	201401	TarjetaNuestra	1	2,8	1,3	42					MASCULINO	NO INFORMA	NO INFORMA	NO INFORMA	EMPLEADO	0	2,486111111		53	60	0
10102	201209	TarjetaNuestra	1	4,34	1,27484	27			SI	Almacen	FEMENINO	UNION LIBRE		TECNOLOGO	EMPLEADO	1,138888889	1,622222222		52	59	0
10103	201401	TarjetaNuestra	1	10	3,8	49					MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO	10,58333333	21,79166667		35	42	0
10104	201401	TarjetaNuestra	1	5,628	2	43					MASCULINO	CASADO		TECNOLOGO	EMPLEADO		3,1		35	42	0
10105	201209	TarjetaNuestra	1	5,681	2,349	28			SI	Preaprobado	MASCULINO	UNION LIBRE	NO INFORMA	TECNOLOGO	EMPLEADO		9,108333333	0	52	59	0
10106	201401	TarjetaNuestra	1	5,25	3,4808	36					MASCULINO	CASADO	ALQUILADA	BACHILLER	EMPLEADO		4,038888889		40	47	0
10107	201401	TarjetaNuestra	1	4,5	38,40875	29					MASCULINO	NO INFORMA		NO INFORMA	OTRA	4,6	2,35		55	62	1
10108	201401	TarjetaNuestra	1	7,5	0,95	49					FEMENINO	SOLTERO	FAMILIAR	PRIMARIA	EMPLEADO	2,747222222	17,43333333		41	48	0
10109	201209	TarjetaNuestra	1	40	19,5	41			NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	0	14,275		47	54	0
10110	201401	TarjetaColombia	2	4,4271682	0,000001	47	ARRENDADA		SI	Preaprobado	FEMENINO	CASADO		UNIVERSITARIO	EMPLEADO	0	0	0	38	45	0
10111	201209	TarjetaNuestra	1	18,4	5	31			SI	Almacen	MASCULINO	NO INFORMA	PROPIA	UNIVERSITARIO	EMPLEADO		3,575		53	60	0
10112	201209	TarjetaNuestra	1	5,95	4,2	45			NO	Almacen	MASCULINO	CASADO		ESPECIALIZACION	EMPLEADO	4,544444444	5,388888889	0	54	61	1
10113	201401	TarjetaMundo	1	14	2,105	49				Almacen	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	18,22777778	0	37	33	40	0
10114	201401	TarjetaNuestra	1	31,62621	29,75	55	PROPIA	2	NO	Almacen	FEMENINO	SOLTERO	PROPIA	TECNOLOGO	COMERCIANTE		25,05	0	36	43	0
10115	201209	TarjetaNuestra	1	7,5	2,494331	31			NO	Almacen	FEMENINO	NO INFORMA			EMPLEADO	0	0		43	50	0
10116	201401	TarjetaNuestra	1	5	6,5	35					MASCULINO	CASADO	PROPIA	ESPECIALIZACION	EMPLEADO	0,583333333	0,805555556	0	31		0
10117	201209	TarjetaNuestra	1	13	10	44			NO	Almacen	MASCULINO	SOLTERO		UNIVERSITARIO	PROFESIONAL INDEPENDIENTE		1,458333333		32	39	0
10118	201401	TarjetaNuestra	1	8,05	5,665	46					MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	1,916666667	19,71666667	0	55	0	0
10119	201209	TarjetaLocal	2	12,6	20	30					MASCULINO	NO INFORMA	PROPIA	UNIVERSITARIO	INDEPENDIENTE		6,966666667	0	56		0
10120	201401	TarjetaMundo	1	60	24,8	40				Almacen	MASCULINO	UNION LIBRE	FAMILIAR	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO	2	15,76944444	0	34	41	0
10121	201401	TarjetaNuestra	1	13	2,8	35					FEMENINO	SOLTERO		UNIVERSITARIO	EMPLEADO	4,355555556	4,330555556		55	62	1
10122	201401	TarjetaNuestra	2	5,6	3,8	36	PROPIA	2	NO	Almacen	MASCULINO	OTRO	PROPIA	UNIVERSITARIO	EMPLEADO	1,25	8,061111111	0	43	50	0
10123	201401	TarjetaNuestra	1	12	10,3	27					FEMENINO	SOLTERO		UNIVERSITARIO	EMPLEADO	0,480555556	4,347222222		42	49	0
10124	201401	TarjetaNuestra	1	11,2	4,214	51					MASCULINO	CASADO	ALQUILADA	UNIVERSITARIO	EMPLEADO	19,58333333	18,62777778		40	47	0
10125	201209	TarjetaNuestra	2	2,51349	0	33			SI	Preaprobado	FEMENINO	UNION LIBRE	ALQUILADA	BACHILLER	EMPLEADO		11,10555556		51	58	0
10126	201209	TarjetaNuestra	1	20	10,203	29			SI	Almacen	MASCULINO	CASADO	ALQUILADA	NO INFORMA	EMPLEADO	2,25	9,888888889		39	46	0
10127	201209	TarjetaNuestra	1	4,55	2,366	46			NO	Almacen	MASCULINO	SOLTERO			EMPLEADO	0	0	28	40	47	0
10128	201401	TarjetaNuestra	2	3,15	1,94	36	PROPIA	2	NO	Almacen	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	7,913888889	1,813888889	0	45	52	0
10129	201401	TarjetaNuestra	1	4,986	0	55					MASCULINO	CASADO	PROPIA	ESPECIALIZACION	PROFESIONAL INDEPENDIENTE		17,64444444	0	52	59	0
10130	201209	TarjetaNuestra	1	20	9	35			NO	Almacen	MASCULINO	UNION LIBRE	FAMILIAR	ESPECIALIZACION	INDEPENDIENTE	5,891666667	14,24722222	16	41	48	0
10131	201401	TarjetaNuestra	1	6,9813	2,619	30					FEMENINO	SOLTERO		TECNOLOGO	EMPLEADO	2,2	5,65	0	43	50	0
10132	201401	TarjetaNuestra	2	8,491	3,241324	33	FAMILIAR	0	SI	Preaprobado	FEMENINO	NO INFORMA			EMPLEADO	0	0,011111111		41	48	0
10133	201401	TarjetaNuestra	1	10,5	2,065035	47	FAMILIAR	1	SI	Almacen	MASCULINO	SOLTERO		NO INFORMA	EMPLEADO	0	0		40	47	0
10134	201401	TarjetaNuestra	2	5	1,706	66	PROPIA	1	NO	Almacen	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	JUBILADO	6	18,92777778	0	37	13	0
10135	201209	TarjetaNuestra	1	24	9,375	33			NO	Preaprobado	MASCULINO	NO INFORMA		TECNOLOGO	EMPLEADO	0	0,95		33	40	0
10136	201401	TarjetaNuestra	1	7,8	5,5	38					MASCULINO	DIVORCIADO		NO INFORMA	SOCIO EMPLEADO - SOCIO	16,43611111	4,983333333	0	36	43	0
10137	201209	TarjetaNuestra	1	10	5,167	30			NO	Almacen	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	PROFESIONAL INDEPENDIENTE	3,130555556	8,305555556	0	37	44	0
10138	201401	TarjetaNuestra	1	5,7	2,4	27					MASCULINO	SOLTERO	FAMILIAR	ESPECIALIZACION	EMPLEADO	4,122222222	8,811111111		40	47	0
10139	201401	TarjetaNuestra	2	15	3,58017	34	FAMILIAR	0	SI	Almacen	FEMENINO	SOLTERO	FAMILIAR	ESPECIALIZACION	EMPLEADO	10,225	10,22777778	0	34	41	0
10140	201401	TarjetaNuestra	1	10,423	5	31					FEMENINO	CASADO	ALQUILADA	UNIVERSITARIO	EMPLEADO	7,25	9,852777778		41	48	0
10141	201209	TarjetaNuestra	1	5,5	4,783237	36			NO	Almacen	MASCULINO	NO INFORMA		NO INFORMA	EMPLEADO	0	0	0	55	62	1
10142	201401	TarjetaNuestra	1	8,4	4,395781	31	FAMILIAR	1	NO	Almacen	MASCULINO	DIVORCIADO		BACHILLER	COMERCIANTE	2,155555556	5,038888889		54	61	1
10143	201401	TarjetaNuestra	1	8,61	3,5	27					MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	3,897222222	3,830555556		59	66	1
10144	201209	TarjetaNuestra	1	5,3	2,351477	38			SI	Almacen	MASCULINO	CASADO	ALQUILADA	UNIVERSITARIO	EMPLEADO	4,347222222	5,636111111	0	46	53	0
10145	201209	TarjetaNuestra	1	2,67	3	35			NO	Almacen	MASCULINO	UNION LIBRE	FAMILIAR	UNIVERSITARIO	EMPLEADO	1,083333333	17,16666667	3	33	40	0
10146	201401	TarjetaNuestra	1	5,5	1,823948	59					MASCULINO	NO INFORMA		NO INFORMA	EMPLEADO	0	0	44	44	0	0
10147	201401	TarjetaNuestra	2	16,47009	6,484	34	PROPIA	0	NO	Almacen	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	SOCIO EMPLEADO - SOCIO	4,455555556	10,33333333	0	35	42	0
10148	201401	TarjetaNuestra	1	2,6	4,2163	30					MASCULINO	NO INFORMA		UNIVERSITARIO	EMPLEADO	2,111111111	2,730555556	0	45	52	0
10149	201209	TarjetaNuestra	1	6,5	23	45			NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	JUBILADO	14,58055556	32,16388889	0	35	42	0
10150	201209	TarjetaNuestra	2	4,2	1,5	24			SI	Almacen	MASCULINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO		4,111111111	22	31	38	0
10151	201401	TarjetaNuestra	1	7,7	1,649	26					FEMENINO	SOLTERO	PROPIA	UNIVERSITARIO	INDEPENDIENTE		9,191666667	0	31	38	0
10152	201401	TarjetaNuestra	1	6	0	50					MASCULINO	CASADO	PROPIA	UNIVERSITARIO	RENTISTA DE CAPITAL	0	24,41666667	0	46	53	0
10153	201209	TarjetaNuestra	1	3,36	2,5	33			SI	Almacen	MASCULINO	NO INFORMA			EMPLEADO	0	0	30	50	57	0
10154	201401	TarjetaNuestra	1	10	8,1	40					MASCULINO	NO INFORMA	ALQUILADA	UNIVERSITARIO	EMPLEADO		20,68888889	0	53	60	0
10155	201209	TarjetaNuestra	1	4,2	2,5	48			NO	Almacen	MASCULINO	SOLTERO		UNIVERSITARIO	INDEPENDIENTE	0	3,416666667		58	0	0
10156	201401	TarjetaNuestra	1	14	5,9	33					MASCULINO	CASADO	PROPIA	NO INFORMA	SOCIO EMPLEADO - SOCIO	1,852777778	1,608333333	0	54	61	1
10157	201209	TarjetaNuestra	1	4,5	2,375	25			NO	Almacen	MASCULINO	UNION LIBRE	FAMILIAR	UNIVERSITARIO	EMPLEADO	1,016666667	7,305555556		44	51	0
10158	201401	TarjetaNuestra	1	26	16,33114	40					MASCULINO	UNION LIBRE	PROPIA	ESPECIALIZACION	EMPLEADO	1,094444444	16,80277778		35	42	0
10159	201401	TarjetaNuestra	1	10,0597	5,142101	52					MASCULINO	SOLTERO	PROPIA	UNIVERSITARIO	EMPLEADO		23,66666667		47	54	0
10160	201401	TarjetaNuestra	1	2,8	13,25	50					FEMENINO	SOLTERO	PROPIA	TECNOLOGO	INDEPENDIENTE	6,111111111	23,01111111	0	33	40	0
10161	201209	TarjetaNuestra	1	5	1,785142	58			SI	Almacen	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	JUBILADO		10,08611111	0	31	38	0
10162	201401	TarjetaNuestra	1	8	1,041515	56					FEMENINO	DIVORCIADO	PROPIA	BACHILLER	JUBILADO	25,46944444	22,66666667		40	47	0
10163	201401	TarjetaPrivada	2	8,47	3,5	30	FAMILIAR	0	SI	Almacen	MASCULINO	UNION LIBRE	ALQUILADA	TECNOLOGO	EMPLEADO	8,030555556	11,38333333		31	38	0
10164	201401	TarjetaNuestra	1	9,45	0	27					FEMENINO	NO INFORMA			EMPLEADO	0	0		39		0
10165	201401	TarjetaNuestra	1	9,2315	7,254545	39					MASCULINO	SOLTERO	FAMILIAR	TECNOLOGO	INDEPENDIENTE	0	6,658333333	0	35	0	0
10166	201401	TarjetaNuestra	1	2,7	3,675667	47					MASCULINO	NO INFORMA	FAMILIAR	UNIVERSITARIO	EMPLEADO	2,683333333	1,494444444		41	48	0
10167	201401	TarjetaNuestra	1	7,54	3,0514	32					FEMENINO	SOLTERO		ESPECIALIZACION	EMPLEADO	4,455555556	0		32	39	0
10168	201209	TarjetaNuestra	2	8,4	3,2	49			NO	Almacen	MASCULINO	CASADO		BACHILLER	INDEPENDIENTE	8,469444444	5,755555556	0	56	63	1
10169	201209	TarjetaNuestra	1	5,6	2,546872	45			NO	Almacen	FEMENINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	17,59722222	11,025	122	52	0	0
10170	201401	TarjetaNuestra	1	14	5,769	39					FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	17,33333333	10,63611111	0	31	7	0
10171	201209	TarjetaNuestra	1	14,7	7,5	30			NO	Almacen	FEMENINO	UNION LIBRE	PROPIA	UNIVERSITARIO	INDEPENDIENTE		11,95277778		45	52	0
10172	201401	TarjetaNuestra	1	3	11,160001	40					MASCULINO	CASADO	NO INFORMA	TECNOLOGO	PROFESIONAL INDEPENDIENTE	11,22222222	69	0	31	38	0
10173	201401	TarjetaNuestra	2	4,2	0,948728	51	FAMILIAR	0	SI	Preaprobado	FEMENINO	SOLTERO	ALQUILADA	TECNOLOGO	EMPLEADO	2,5	2,502777778	0	49		0
10174	201209	TarjetaNuestra	1	40	11	37			NO	Almacen	MASCULINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO		14,61388889	0	48	55	0
10175	201209	TarjetaNuestra	1	4,9	3,174	31			SI	Almacen	FEMENINO	SOLTERO	PROPIA	UNIVERSITARIO	EMPLEADO	6,719444444	6,769444444	0	35	42	0
10176	201209	TarjetaNuestra	2	5,35528	0,5667	28			NO	Preaprobado	FEMENINO	NO INFORMA		UNIVERSITARIO	EMPLEADO	0	0	0	52	59	0
10177	201209	TarjetaNuestra	1	4,2	4	30			NO	Almacen	FEMENINO	UNION LIBRE	FAMILIAR	BACHILLER	COMERCIANTE		6,036111111	0	58	65	1
10178	201209	TarjetaNuestra	1	9	3,038791	36			SI	Almacen	MASCULINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	15,22222222	0	0	59	66	1
10179	201401	TarjetaPrivada	1	4,9	5,35	43	FAMILIAR	1	NO	Almacen	FEMENINO	SOLTERO	FAMILIAR	TECNOLOGO	INDEPENDIENTE		17,10833333		39	46	0
10180	201401	TarjetaNuestra	1	4,62	8,32	31					FEMENINO	CASADO	ALQUILADA	BACHILLER	INDEPENDIENTE	0	11,01111111		31	38	0
10181	201401	TarjetaNuestra	1	5	1,203082	30					FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	9,738888889	11,50833333	0	44	51	0
10182	201401	TarjetaNuestra	1	4,7725	3,667707	42					MASCULINO	NO INFORMA	FAMILIAR	ESPECIALIZACION	EMPLEADO		0	0	32	39	0
10183	201401	TarjetaColombia	2	20	15,346148	42	FAMILIAR		SI	Preaprobado	MASCULINO	OTRO		NO INFORMA	EMPLEADO	0	0	0	49	56	0
10184	201401	TarjetaNuestra	2	5,2499137	1,45	36	ARRENDADA	1	SI	Preaprobado	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO	2,108333333	0	13	48	24	0
10185	201401	TarjetaNuestra	2	6,475	2,21849	39	PROPIA	1	SI	Preaprobado	MASCULINO	NO INFORMA			EMPLEADO	0	0		34	41	0
10186	201209	TarjetaNuestra	1	2,5	4,2	38			SI	Almacen	MASCULINO	DIVORCIADO	PROPIA	UNIVERSITARIO	PROFESIONAL INDEPENDIENTE	9,405555556	14,22777778	0	49		0
10187	201209	TarjetaNuestra	2	18	12,2	51			NO	Almacen	MASCULINO	CASADO	PROPIA	NO INFORMA	EMPLEADO	0	15,44722222	40	37	44	0
10188	201209	TarjetaNuestra	2	8,5	4,5	30			NO	Almacen	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0	4,161111111	0	33	40	0
10189	201209	TarjetaNuestra	1	7	5	25			SI	Almacen	MASCULINO	CASADO	PROPIA	BACHILLER	EMPLEADO	0	7,416666667	0	31	38	0
10190	201401	TarjetaNuestra	2	9	1,2375	42	PROPIA	1	NO	Almacen	MASCULINO	UNION LIBRE		NO INFORMA	EMPLEADO	3,991666667	7,072222222	0	47	54	0
10191	201401	TarjetaNuestra	2	10,5	3,2	32	FAMILIAR	1	NO	Almacen	FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	10,05833333	13,6	0	48	55	0
10192	201209	TarjetaNuestra	1	4,5	3,9	33			SI	Almacen	MASCULINO	SOLTERO	NO INFORMA	UNIVERSITARIO	INDEPENDIENTE		12,40277778	1	35	42	0
10193	201209	TarjetaNuestra	1	4,2	2,003	27			NO	Almacen	MASCULINO	OTRO	FAMILIAR	UNIVERSITARIO	EMPLEADO	2,002777778	0,886111111	5	45	52	0
10194	201401	TarjetaNuestra	2	7	0	26	ARRENDADA	0	NO	Almacen	MASCULINO	SOLTERO		UNIVERSITARIO	ESTUDIANTE	0	16,05555556		55	62	1
10195	201401	TarjetaNuestra	1	9,8	6,081	33					FEMENINO	SOLTERO	FAMILIAR	UNIVERSITARIO	EMPLEADO	3,902777778	11,43055556	0	38		0
10196	201401	TarjetaNuestra	1	16,7	26,255192	41					FEMENINO	SOLTERO	FAMILIAR	ESPECIALIZACION	EMPLEADO	4,722222222	17,16944444	0	31	7	0
10197	201401	TarjetaNuestra	2	6	2,970094	28	PROPIA	0	NO	Almacen	MASCULINO	SOLTERO		NO INFORMA	EMPLEADO		2,5		52	59	0
10198	201401	TarjetaNuestra	2	4,7	0,7635	47	FAMILIAR	0	SI	Preaprobado	FEMENINO	CASADO	ALQUILADA	TECNOLOGO	EMPLEADO	0	21,04444444	136	35	42	0
10199	201209	TarjetaNuestra	2	4,9	3	48			SI	Almacen	FEMENINO	UNION LIBRE	ALQUILADA	BACHILLER	INDEPENDIENTE	0	6,216666667	0	42	49	0
10200	201209	TarjetaNuestra	1	6	4,705	43			NO	Almacen	FEMENINO	CASADO		PRIMARIA	INDEPENDIENTE		4,908333333	0	41	48	0
10201	201209	TarjetaNuestra	2	6,65	0	33			NO	Almacen	MASCULINO	UNION LIBRE			INDEPENDIENTE	0	0		31	38	0
10202	201401	TarjetaNuestra	2	17,29	5,1	34	ARRENDADA	1	NO	Almacen	FEMENINO	CASADO	ALQUILADA	UNIVERSITARIO	EMPLEADO	0,538888889	2,375		52	59	0
10203	201401	TarjetaNuestra	1	7,21	3,711202	34					FEMENINO	SOLTERO		ESPECIALIZACION	EMPLEADO	6,7	2,633333333		60	67	1
10204	201209	TarjetaNuestra	2	7	3,320937	56			NO	Almacen	FEMENINO	CASADO	FAMILIAR	TECNOLOGO	JUBILADO	3,75	13,93611111	0	48	55	0
10205	201401	TarjetaNuestra	1	18	6,635	55					FEMENINO	CASADO	PROPIA	UNIVERSITARIO	EMPLEADO		5,288888889	0	50		0
10206	201401	TarjetaNuestra	1	20	8,8	48					MASCULINO	CASADO	PROPIA	NO INFORMA	EMPLEADO	0	20	24	59	66	0
10207	201401	TarjetaNuestra	1	8	0	30	ARRENDADA	0	SI	Almacen	FEMENINO	SOLTERO		BACHILLER	EMPLEADO	0,980555556	4,713888889	18	50	57	0
10208	201401	TarjetaMundo	1	16	0	34				Almacen	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	PROFESIONAL INDEPENDIENTE	1,583333333	0,919444444	16	38	0	0
10209	201401	TarjetaNuestra	1	5,52825	2,5926	35					FEMENINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	3,083333333	9,947222222	0	36	43	0
10210	201401	TarjetaNuestra	1	9,1	8,028859	50					FEMENINO	CASADO	FAMILIAR	ESPECIALIZACION	EMPLEADO	14,41666667	14,40277778	0	31	38	0
10211	201401	TarjetaColombia	2	5	0,000002	41	FAMILIAR		NO	Preaprobado	MASCULINO	UNION LIBRE	FAMILIAR	BACHILLER	INDEPENDIENTE	0	8,169444444	0	47	54	0
10212	201401	TarjetaNuestra	1	9,548	2,75	41					MASCULINO	CASADO	FAMILIAR	ESPECIALIZACION	INDEPENDIENTE	5,805555556	5,783333333	0	37	0	0
10213	201401	TarjetaPrivada	1	5,8	2,187183	55	FAMILIAR	1	NO	Almacen	FEMENINO	DIVORCIADO		NO INFORMA	EMPLEADO	21,81944444	0	0	31	0	0
10214	201401	TarjetaColombia	1	5,2255	3,820558	39	ARRENDADA		SI	Almacen	FEMENINO	NO INFORMA	FAMILIAR	NO INFORMA	EMPLEADO	0	0	0	34	41	0
10215	201401	TarjetaColombia	1	9,4	4,88417	33	FAMILIAR		NO	Almacen	MASCULINO	CASADO		BACHILLER	EMPLEADO	0	2,994444444	0	37	44	0
10216	201401	TarjetaNuestra	1	9,2	6	58					FEMENINO	SOLTERO		ESPECIALIZACION	JUBILADO	0	4,136111111		54	0	0
10217	201209	TarjetaNuestra	1	3,6	1,472766	25			SI	Almacen	FEMENINO	UNION LIBRE	FAMILIAR	TECNOLOGO	EMPLEADO	0,508333333	3,661111111		53	60	0
10218	201401	TarjetaNuestra	1	2,5	1,6	49					MASCULINO	NO INFORMA		NO INFORMA	EMPLEADO	0	0	0	45	52	0
10219	201209	TarjetaNuestra	1	3,5	1,6983	28			NO	Almacen	MASCULINO	SOLTERO		UNIVERSITARIO	EMPLEADO		3,961111111	8	40	47	0
10220	201209	TarjetaNuestra	1	7	3,4	42			NO	Almacen	MASCULINO	CASADO	PROPIA	UNIVERSITARIO	COMERCIANTE	0	21,31388889	28	56	63	0
10221	201209	TarjetaNuestra	1	6,8	5,4	35			SI	Almacen	MASCULINO	UNION LIBRE	FAMILIAR	TECNOLOGO	EMPLEADO	4,994444444	9,577777778	0	59	66	1
10222	201401	TarjetaNuestra	1	2,7	1,1	38					FEMENINO	UNION LIBRE	ALQUILADA	NO INFORMA	EMPLEADO		1,638888889		60	5	0
10223	201401	TarjetaNuestra	1	6,65	4,4	45					MASCULINO	SOLTERO	NO INFORMA	PRIMARIA	EMPLEADO	19,31944444	25,42777778		50	57	0
10224	201209	TarjetaNuestra	1	4,4	2,64	28			NO	Almacen	MASCULINO	CASADO	FAMILIAR	UNIVERSITARIO	EMPLEADO	0,413888889	4,011111111		41	48	0
